airline_iata,airline_icao,flight_iata,flight_icao,flight_number,dep_iata,departure_airport,dep_terminal,dep_gate,dep_time,dep_time_utc,dep_estimated,dep_estimated_utc,dep_actual,dep_actual_utc,arr_iata,arrival_airport,arr_terminal,arr_gate,arr_baggage,arr_time,arr_time_utc,arr_estimated,arr_estimated_utc,arr_actual,arr_actual_utc,cs_airline_iata,cs_flight_number,cs_flight_iata,status,duration,delayed,dep_delayed,arr_delayed,aircraft_icao,arr_time_ts,dep_time_ts,arr_estimated_ts,dep_estimated_ts,arr_actual_ts,dep_actual_ts,departure_delay,delay_category,departure_terminal,arrival_terminal
KL,KLM,KL3839,KLM3839,3839,MEL,YMML,2,16A,2025-04-26 15:50,2025-04-26 05:50,2025-04-26 17:25,2025-04-26 07:25,,,DPS,WADD,I,9B,,2025-04-26 20:00,2025-04-26 12:00,2025-04-26 21:35,2025-04-26 13:35,,,JQ,33,JQ33,scheduled,370,95,95.0,95.0,,1745668800,1745646600,1745674500.0,1745652300.0,,,0,On Time,2,I
D8,NSZ,D84335,NSZ4335,4335,ARN,ESSA,5,C37,2025-04-26 07:30,2025-04-26 05:30,2025-04-26 09:25,2025-04-26 07:25,,,SPU,LDSP,,,,2025-04-26 10:15,2025-04-26 08:15,2025-04-26 12:10,2025-04-26 10:10,,,,,,scheduled,165,115,115.0,115.0,,1745655300,1745645400,1745662200.0,1745652300.0,,,0,On Time,5,Unknown
JQ,JST,JQ33,JST33,33,MEL,YMML,2,16A,2025-04-26 15:50,2025-04-26 05:50,2025-04-26 17:25,2025-04-26 07:25,,,DPS,WADD,I,9B,,2025-04-26 20:00,2025-04-26 12:00,2025-04-26 21:35,2025-04-26 13:35,,,,,,scheduled,370,95,95.0,95.0,,1745668800,1745646600,1745674500.0,1745652300.0,,,0,On Time,2,I
AK,AXM,AK5432,AXM5432,5432,PEN,WMKP,,,2025-04-26 13:55,2025-04-26 05:55,2025-04-26 15:26,2025-04-26 07:26,,,KCH,WBGG,,,,2025-04-26 15:55,2025-04-26 07:55,2025-04-26 17:26,2025-04-26 09:26,,,,,,scheduled,120,91,91.0,91.0,,1745654100,1745646900,1745659560.0,1745652360.0,,,0,On Time,Unknown,Unknown
NZ,ANZ,NZ7003,ANZ7003,7003,TMW,YSTW,,,2025-04-26 10:25,2025-04-26 00:25,2025-04-26 17:30,2025-04-26 07:30,,,SYD,YSSY,3,1C,QFR,2025-04-26 11:30,2025-04-26 01:30,2025-04-26 18:35,2025-04-26 08:35,,,,2003,,scheduled,65,425,425.0,425.0,,1745631000,1745627100,1745656500.0,1745652600.0,,,0,On Time,Unknown,3
KL,KLM,KL5180,KLM5180,5180,RDU,KRDU,2,C1,2025-04-25 19:59,2025-04-25 23:59,2025-04-26 03:30,2025-04-26 07:30,,,ATL,KATL,S,B2,8,2025-04-25 21:40,2025-04-26 01:40,2025-04-26 04:45,2025-04-26 08:45,,,DL,1097,DL1097,scheduled,101,451,451.0,425.0,,1745631600,1745625540,1745657100.0,1745652600.0,,,0,On Time,2,S
EK,UAE,EK5116,UAE5116,5116,TMW,YSTW,,,2025-04-26 10:25,2025-04-26 00:25,2025-04-26 17:30,2025-04-26 07:30,,,SYD,YSSY,3,1C,QFR,2025-04-26 11:30,2025-04-26 01:30,2025-04-26 18:35,2025-04-26 08:35,,,,2003,,scheduled,65,425,425.0,425.0,,1745631000,1745627100,1745656500.0,1745652600.0,,,0,On Time,Unknown,3
KE,KAL,KE7010,KAL7010,7010,RDU,KRDU,2,C1,2025-04-25 19:59,2025-04-25 23:59,2025-04-26 03:30,2025-04-26 07:30,,,ATL,KATL,S,B2,8,2025-04-25 21:40,2025-04-26 01:40,2025-04-26 04:45,2025-04-26 08:45,,,DL,1097,DL1097,scheduled,101,451,451.0,425.0,,1745631600,1745625540,1745657100.0,1745652600.0,,,0,On Time,2,S
KE,KAL,KE704,KAL704,704,NRT,RJAA,1N,,2025-04-26 14:00,2025-04-26 05:00,2025-04-26 16:30,2025-04-26 07:30,,,ICN,RKSI,2,,,2025-04-26 16:30,2025-04-26 07:30,2025-04-26 20:05,2025-04-26 11:05,,,,,,scheduled,150,150,150.0,215.0,,1745652600,1745643600,1745665500.0,1745652600.0,,,0,On Time,1N,2
DL,DAL,DL1097,DAL1097,1097,RDU,KRDU,2,C1,2025-04-25 19:59,2025-04-25 23:59,2025-04-26 03:30,2025-04-26 07:30,,,ATL,KATL,S,B2,8,2025-04-25 21:40,2025-04-26 01:40,2025-04-26 04:45,2025-04-26 08:45,,,,,,scheduled,101,451,451.0,425.0,,1745631600,1745625540,1745657100.0,1745652600.0,,,0,On Time,2,S
CA,CCA,CA5101,CCA5101,5101,PVG,ZSPD,2,,2025-04-26 14:15,2025-04-26 06:15,2025-04-26 15:30,2025-04-26 07:30,,,AKL,NZAA,I,2,ITB3,2025-04-27 05:40,2025-04-26 17:40,2025-04-27 06:55,2025-04-26 18:55,,,NZ,288,NZ288,scheduled,685,75,75.0,75.0,,1745689200,1745648100,1745693700.0,1745652600.0,,,0,On Time,2,I
U2,EZY,U24787,EZY4787,4787,NTE,LFRS,,,2025-04-26 08:05,2025-04-26 06:05,2025-04-26 09:30,2025-04-26 07:30,,,RBA,GMME,,,,2025-04-26 09:45,2025-04-26 08:45,2025-04-26 10:50,2025-04-26 09:50,,,EC,4787,EC4787,scheduled,160,65,85.0,65.0,,1745657100,1745647500,1745661000.0,1745652600.0,,,0,On Time,Unknown,Unknown
EC,EJU,EC4787,EJU4787,4787,NTE,LFRS,,,2025-04-26 08:05,2025-04-26 06:05,2025-04-26 09:30,2025-04-26 07:30,,,RBA,GMME,,,,2025-04-26 09:45,2025-04-26 08:45,2025-04-26 10:50,2025-04-26 09:50,,,,,,scheduled,160,65,85.0,65.0,,1745657100,1745647500,1745661000.0,1745652600.0,,,0,On Time,Unknown,Unknown
,NTH,,NTH2748,2748,HKD,RJCH,,3,2025-04-26 14:00,2025-04-26 05:00,2025-04-26 16:30,2025-04-26 07:30,,,OKD,RJCO,,,,2025-04-26 14:40,2025-04-26 05:40,2025-04-26 16:45,2025-04-26 07:45,,,,,,scheduled,40,125,150.0,125.0,,1745646000,1745643600,1745653500.0,1745652600.0,,,0,On Time,Unknown,Unknown
AM,AMX,AM6754,AMX6754,6754,NRT,RJAA,1N,,2025-04-26 14:00,2025-04-26 05:00,2025-04-26 16:30,2025-04-26 07:30,,,ICN,RKSI,2,,,2025-04-26 16:30,2025-04-26 07:30,2025-04-26 20:05,2025-04-26 11:05,,,KE,704,KE704,scheduled,150,150,150.0,215.0,,1745652600,1745643600,1745665500.0,1745652600.0,,,0,On Time,1N,2
DL,DAL,DL7780,DAL7780,7780,NRT,RJAA,1N,,2025-04-26 14:00,2025-04-26 05:00,2025-04-26 16:30,2025-04-26 07:30,,,ICN,RKSI,2,,,2025-04-26 16:30,2025-04-26 07:30,2025-04-26 20:05,2025-04-26 11:05,,,KE,704,KE704,scheduled,150,150,150.0,215.0,,1745652600,1745643600,1745665500.0,1745652600.0,,,0,On Time,1N,2
QF,QFA,QF2003,QFA2003,2003,TMW,YSTW,,,2025-04-26 10:25,2025-04-26 00:25,2025-04-26 17:30,2025-04-26 07:30,,,SYD,YSSY,3,1C,QFR,2025-04-26 11:30,2025-04-26 01:30,2025-04-26 18:35,2025-04-26 08:35,,,,2003,,scheduled,65,425,425.0,425.0,,1745631000,1745627100,1745656500.0,1745652600.0,,,0,On Time,Unknown,3
6E,IGO,6E7718,IGO7718,7718,IXC,VICG,,,2025-04-26 12:00,2025-04-26 06:30,2025-04-26 13:00,2025-04-26 07:30,,,DHM,VIGG,,,,2025-04-26 13:05,2025-04-26 07:35,2025-04-26 13:55,2025-04-26 08:25,,,,,,scheduled,65,60,60.0,50.0,,1745652900,1745649000,1745655900.0,1745652600.0,,,0,On Time,Unknown,Unknown
LA,LAN,LA6119,LAN6119,6119,RDU,KRDU,2,C1,2025-04-25 19:59,2025-04-25 23:59,2025-04-26 03:30,2025-04-26 07:30,,,ATL,KATL,S,B2,8,2025-04-25 21:40,2025-04-26 01:40,2025-04-26 04:45,2025-04-26 08:45,,,DL,1097,DL1097,scheduled,101,451,451.0,425.0,,1745631600,1745625540,1745657100.0,1745652600.0,,,0,On Time,2,S
JL,JAL,JL2748,JAL2748,2748,HKD,RJCH,,3,2025-04-26 14:00,2025-04-26 05:00,2025-04-26 16:30,2025-04-26 07:30,,,OKD,RJCO,,,,2025-04-26 14:40,2025-04-26 05:40,2025-04-26 16:45,2025-04-26 07:45,,,,2748,,scheduled,40,125,150.0,125.0,,1745646000,1745643600,1745653500.0,1745652600.0,,,0,On Time,Unknown,Unknown
JL,JAL,JL5205,JAL5205,5205,NRT,RJAA,1N,,2025-04-26 14:00,2025-04-26 05:00,2025-04-26 16:30,2025-04-26 07:30,,,ICN,RKSI,2,,,2025-04-26 16:30,2025-04-26 07:30,2025-04-26 20:05,2025-04-26 11:05,,,KE,704,KE704,scheduled,150,150,150.0,215.0,,1745652600,1745643600,1745665500.0,1745652600.0,,,0,On Time,1N,2
VS,VIR,VS5276,VIR5276,5276,RDU,KRDU,2,C1,2025-04-25 19:59,2025-04-25 23:59,2025-04-26 03:30,2025-04-26 07:30,,,ATL,KATL,S,B2,8,2025-04-25 21:40,2025-04-26 01:40,2025-04-26 04:45,2025-04-26 08:45,,,DL,1097,DL1097,scheduled,101,451,451.0,425.0,,1745631600,1745625540,1745657100.0,1745652600.0,,,0,On Time,2,S
,SSQ,,SSQ2003,2003,TMW,YSTW,,,2025-04-26 10:25,2025-04-26 00:25,2025-04-26 17:30,2025-04-26 07:30,,,SYD,YSSY,3,1C,QFR,2025-04-26 11:30,2025-04-26 01:30,2025-04-26 18:35,2025-04-26 08:35,,,,,,scheduled,65,425,425.0,425.0,,1745631000,1745627100,1745656500.0,1745652600.0,,,0,On Time,Unknown,3
NZ,ANZ,NZ288,ANZ288,288,PVG,ZSPD,2,,2025-04-26 14:15,2025-04-26 06:15,2025-04-26 15:30,2025-04-26 07:30,,,AKL,NZAA,I,2,ITB3,2025-04-27 05:40,2025-04-26 17:40,2025-04-27 06:55,2025-04-26 18:55,,,,,,scheduled,685,75,75.0,75.0,,1745689200,1745648100,1745693700.0,1745652600.0,,,0,On Time,2,I
UA,UAL,UA1007,UAL1007,1007,SFO,KSFO,3,E3,2025-04-25 22:45,2025-04-26 05:45,2025-04-26 00:31,2025-04-26 07:31,,,SEA,KSEA,,A10,9,2025-04-26 01:08,2025-04-26 08:08,2025-04-26 02:43,2025-04-26 09:43,,,,,,scheduled,143,95,106.0,95.0,,1745654880,1745646300,1745660580.0,1745652660.0,,,0,On Time,3,Unknown
NZ,ANZ,NZ9401,ANZ9401,9401,SFO,KSFO,3,E3,2025-04-25 22:45,2025-04-26 05:45,2025-04-26 00:31,2025-04-26 07:31,,,SEA,KSEA,,A10,9,2025-04-26 01:08,2025-04-26 08:08,2025-04-26 02:43,2025-04-26 09:43,,,UA,1007,UA1007,scheduled,143,95,106.0,95.0,,1745654880,1745646300,1745660580.0,1745652660.0,,,0,On Time,3,Unknown
CM,CMP,CM2320,CMP2320,2320,SFO,KSFO,3,E3,2025-04-25 22:45,2025-04-26 05:45,2025-04-26 00:31,2025-04-26 07:31,,,SEA,KSEA,,A10,9,2025-04-26 01:08,2025-04-26 08:08,2025-04-26 02:43,2025-04-26 09:43,,,UA,1007,UA1007,scheduled,143,95,106.0,95.0,,1745654880,1745646300,1745660580.0,1745652660.0,,,0,On Time,3,Unknown
VA,VOZ,VA8287,VOZ8287,8287,SFO,KSFO,3,E3,2025-04-25 22:45,2025-04-26 05:45,2025-04-26 00:31,2025-04-26 07:31,,,SEA,KSEA,,A10,9,2025-04-26 01:08,2025-04-26 08:08,2025-04-26 02:43,2025-04-26 09:43,,,UA,1007,UA1007,scheduled,143,95,106.0,95.0,,1745654880,1745646300,1745660580.0,1745652660.0,,,0,On Time,3,Unknown
MU,CES,MU8361,CES8361,8361,PVG,ZSPD,1,,2025-04-26 14:25,2025-04-26 06:25,2025-04-26 15:35,2025-04-26 07:35,,,LHW,ZLLL,T3,,2,2025-04-26 17:50,2025-04-26 09:50,2025-04-26 18:53,2025-04-26 10:53,,,FM,9211,FM9211,scheduled,205,70,70.0,63.0,,1745661000,1745648700,1745664780.0,1745652900.0,,,0,On Time,1,T3
AI,AIC,AI9693,AIC9693,9693,DEL,VIDP,T3,37A,2025-04-26 11:30,2025-04-26 06:00,2025-04-26 13:05,2025-04-26 07:35,,,IXR,VERC,,,,2025-04-26 13:25,2025-04-26 07:55,,,,,IX,1102,IX1102,scheduled,115,95,95.0,,,1745654100,1745647200,,1745652900.0,,,0,On Time,T3,Unknown
FM,CSH,FM9211,CSH9211,9211,PVG,ZSPD,1,,2025-04-26 14:25,2025-04-26 06:25,2025-04-26 15:35,2025-04-26 07:35,,,LHW,ZLLL,T3,,2,2025-04-26 17:50,2025-04-26 09:50,2025-04-26 18:53,2025-04-26 10:53,,,,,,scheduled,205,70,70.0,63.0,,1745661000,1745648700,1745664780.0,1745652900.0,,,0,On Time,1,T3
IX,AXB,IX1102,AXB1102,1102,DEL,VIDP,T3,37A,2025-04-26 11:30,2025-04-26 06:00,2025-04-26 13:05,2025-04-26 07:35,,,IXR,VERC,,,,2025-04-26 13:25,2025-04-26 07:55,,,,,,,,scheduled,115,95,95.0,,,1745654100,1745647200,,1745652900.0,,,0,On Time,T3,Unknown
SC,CDG,SC5705,CDG5705,5705,PEK,ZBAA,3,,2025-04-26 13:55,2025-04-26 05:55,2025-04-26 15:36,2025-04-26 07:36,,,ZUH,ZGSD,,,1,2025-04-26 17:30,2025-04-26 09:30,2025-04-26 18:44,2025-04-26 10:44,,,,1323,,scheduled,215,74,101.0,74.0,,1745659800,1745646900,1745664240.0,1745652960.0,,,0,On Time,3,Unknown
CA,CCA,CA1323,CCA1323,1323,PEK,ZBAA,3,,2025-04-26 13:55,2025-04-26 05:55,2025-04-26 15:36,2025-04-26 07:36,,,ZUH,ZGSD,,,1,2025-04-26 17:30,2025-04-26 09:30,2025-04-26 18:44,2025-04-26 10:44,,,,1323,,scheduled,215,74,101.0,74.0,,1745659800,1745646900,1745664240.0,1745652960.0,,,0,On Time,3,Unknown
,CNM,,CNM1323,1323,PEK,ZBAA,3,,2025-04-26 13:55,2025-04-26 05:55,2025-04-26 15:36,2025-04-26 07:36,,,ZUH,ZGSD,,,1,2025-04-26 17:30,2025-04-26 09:30,2025-04-26 18:44,2025-04-26 10:44,,,,,,scheduled,215,74,101.0,74.0,,1745659800,1745646900,1745664240.0,1745652960.0,,,0,On Time,3,Unknown
GJ,CDC,GJ3887,CDC3887,3887,SHA,ZSSS,1,,2025-04-26 13:55,2025-04-26 05:55,2025-04-26 15:40,2025-04-26 07:40,,,SZX,ZGSZ,T3,,,2025-04-26 16:20,2025-04-26 08:20,2025-04-26 17:44,2025-04-26 09:44,,,MF,8377,MF8377,scheduled,145,84,105.0,84.0,,1745655600,1745646900,1745660640.0,1745653200.0,,,0,On Time,1,T3
TU,TAR,TU750,TAR750,750,TUN,DTTA,M,,2025-04-26 06:30,2025-04-26 05:30,2025-04-26 08:40,2025-04-26 07:40,,,LYS,LFLL,1,,,2025-04-26 09:20,2025-04-26 07:20,2025-04-26 11:30,2025-04-26 09:30,,,,,,scheduled,110,130,130.0,130.0,,1745652000,1745645400,1745659800.0,1745653200.0,,,0,On Time,M,1
DL,DAL,DL2075,DAL2075,2075,SLC,KSLC,,A37,2025-04-25 23:47,2025-04-26 05:47,2025-04-26 01:40,2025-04-26 07:40,,,PHL,KPHL,D,D16,5,2025-04-26 05:50,2025-04-26 09:50,2025-04-26 07:27,2025-04-26 11:27,,,,,,scheduled,243,97,113.0,97.0,,1745661000,1745646420,1745666820.0,1745653200.0,,,0,On Time,Unknown,D
VS,VIR,VS1663,VIR1663,1663,SLC,KSLC,,A37,2025-04-25 23:47,2025-04-26 05:47,2025-04-26 01:40,2025-04-26 07:40,,,PHL,KPHL,D,D16,5,2025-04-26 05:50,2025-04-26 09:50,2025-04-26 07:27,2025-04-26 11:27,,,DL,2075,DL2075,scheduled,243,97,113.0,97.0,,1745661000,1745646420,1745666820.0,1745653200.0,,,0,On Time,Unknown,D
3U,CSC,3U2489,CSC2489,2489,SHA,ZSSS,1,,2025-04-26 13:55,2025-04-26 05:55,2025-04-26 15:40,2025-04-26 07:40,,,SZX,ZGSZ,T3,,,2025-04-26 16:20,2025-04-26 08:20,2025-04-26 17:44,2025-04-26 09:44,,,MF,8377,MF8377,scheduled,145,84,105.0,84.0,,1745655600,1745646900,1745660640.0,1745653200.0,,,0,On Time,1,T3
KL,KLM,KL6538,KLM6538,6538,SLC,KSLC,,A37,2025-04-25 23:47,2025-04-26 05:47,2025-04-26 01:40,2025-04-26 07:40,,,PHL,KPHL,D,D16,5,2025-04-26 05:50,2025-04-26 09:50,2025-04-26 07:27,2025-04-26 11:27,,,DL,2075,DL2075,scheduled,243,97,113.0,97.0,,1745661000,1745646420,1745666820.0,1745653200.0,,,0,On Time,Unknown,D
MU,CES,MU4760,CES4760,4760,SHA,ZSSS,1,,2025-04-26 13:55,2025-04-26 05:55,2025-04-26 15:40,2025-04-26 07:40,,,SZX,ZGSZ,T3,,,2025-04-26 16:20,2025-04-26 08:20,2025-04-26 17:44,2025-04-26 09:44,,,MF,8377,MF8377,scheduled,145,84,105.0,84.0,,1745655600,1745646900,1745660640.0,1745653200.0,,,0,On Time,1,T3
NS,HBH,NS8377,HBH8377,8377,SHA,ZSSS,1,,2025-04-26 13:55,2025-04-26 05:55,2025-04-26 15:40,2025-04-26 07:40,,,SZX,ZGSZ,T3,,,2025-04-26 16:20,2025-04-26 08:20,2025-04-26 17:44,2025-04-26 09:44,,,MF,8377,MF8377,scheduled,145,84,105.0,84.0,,1745655600,1745646900,1745660640.0,1745653200.0,,,0,On Time,1,T3
AF,AFR,AF2997,AFR2997,2997,SLC,KSLC,,A37,2025-04-25 23:47,2025-04-26 05:47,2025-04-26 01:40,2025-04-26 07:40,,,PHL,KPHL,D,D16,5,2025-04-26 05:50,2025-04-26 09:50,2025-04-26 07:27,2025-04-26 11:27,,,DL,2075,DL2075,scheduled,243,97,113.0,97.0,,1745661000,1745646420,1745666820.0,1745653200.0,,,0,On Time,Unknown,D
AM,AMX,AM3668,AMX3668,3668,SLC,KSLC,,A37,2025-04-25 23:47,2025-04-26 05:47,2025-04-26 01:40,2025-04-26 07:40,,,PHL,KPHL,D,D16,5,2025-04-26 05:50,2025-04-26 09:50,2025-04-26 07:27,2025-04-26 11:27,,,DL,2075,DL2075,scheduled,243,97,113.0,97.0,,1745661000,1745646420,1745666820.0,1745653200.0,,,0,On Time,Unknown,D
WS,WJA,WS7467,WJA7467,7467,SLC,KSLC,,A37,2025-04-25 23:47,2025-04-26 05:47,2025-04-26 01:40,2025-04-26 07:40,,,PHL,KPHL,D,D16,5,2025-04-26 05:50,2025-04-26 09:50,2025-04-26 07:27,2025-04-26 11:27,,,DL,2075,DL2075,scheduled,243,97,113.0,97.0,,1745661000,1745646420,1745666820.0,1745653200.0,,,0,On Time,Unknown,D
MF,CXA,MF8377,CXA8377,8377,SHA,ZSSS,1,,2025-04-26 13:55,2025-04-26 05:55,2025-04-26 15:40,2025-04-26 07:40,,,SZX,ZGSZ,T3,,,2025-04-26 16:20,2025-04-26 08:20,2025-04-26 17:44,2025-04-26 09:44,,,,,,scheduled,145,84,105.0,84.0,,1745655600,1745646900,1745660640.0,1745653200.0,,,0,On Time,1,T3
AD,AZU,AD4478,AZU4478,4478,SLZ,SBSL,,,2025-04-26 01:20,2025-04-26 04:20,2025-04-26 04:43,2025-04-26 07:43,,,IMP,SBIZ,,,,2025-04-26 02:25,2025-04-26 05:25,,,,,,,,scheduled,65,203,203.0,,,1745645100,1745641200,,1745653380.0,,,0,On Time,Unknown,Unknown
TB,JAF,TB1012,JAF1012,1012,AGP,LEMG,,,2025-04-26 09:45,2025-04-26 07:45,,,,,BRU,EBBR,,,,2025-04-26 12:55,2025-04-26 10:55,2025-04-26 14:20,2025-04-26 12:20,,,,,,scheduled,190,85,,85.0,,1745664900,1745653500,1745670000.0,,,,0,On Time,Unknown,Unknown
3U,CSC,3U2512,CSC2512,2512,TFU,ZUTF,T2,,2025-04-26 11:55,2025-04-26 03:55,2025-04-26 15:47,2025-04-26 07:47,,,XMN,ZSAM,3,,,2025-04-26 14:25,2025-04-26 06:25,2025-04-26 18:04,2025-04-26 10:04,,,MF,8402,MF8402,scheduled,150,219,232.0,219.0,,1745648700,1745639700,1745661840.0,1745653620.0,,,0,On Time,T2,3
GJ,CDC,GJ3904,CDC3904,3904,TFU,ZUTF,T2,,2025-04-26 11:55,2025-04-26 03:55,2025-04-26 15:47,2025-04-26 07:47,,,XMN,ZSAM,3,,,2025-04-26 14:25,2025-04-26 06:25,2025-04-26 18:04,2025-04-26 10:04,,,MF,8402,MF8402,scheduled,150,219,232.0,219.0,,1745648700,1745639700,1745661840.0,1745653620.0,,,0,On Time,T2,3
MU,CES,MU4777,CES4777,4777,TFU,ZUTF,T2,,2025-04-26 11:55,2025-04-26 03:55,2025-04-26 15:47,2025-04-26 07:47,,,XMN,ZSAM,3,,,2025-04-26 14:25,2025-04-26 06:25,2025-04-26 18:04,2025-04-26 10:04,,,MF,8402,MF8402,scheduled,150,219,232.0,219.0,,1745648700,1745639700,1745661840.0,1745653620.0,,,0,On Time,T2,3
NS,HBH,NS8402,HBH8402,8402,TFU,ZUTF,T2,,2025-04-26 11:55,2025-04-26 03:55,2025-04-26 15:47,2025-04-26 07:47,,,XMN,ZSAM,3,,,2025-04-26 14:25,2025-04-26 06:25,2025-04-26 18:04,2025-04-26 10:04,,,MF,8402,MF8402,scheduled,150,219,232.0,219.0,,1745648700,1745639700,1745661840.0,1745653620.0,,,0,On Time,T2,3
HU,CHH,HU7395,CHH7395,7395,SZX,ZGSZ,T3,338,2025-04-26 14:20,2025-04-26 06:20,2025-04-26 15:47,2025-04-26 07:47,,,HGH,ZSHC,3,,B06,2025-04-26 16:25,2025-04-26 08:25,2025-04-26 17:25,2025-04-26 09:25,,,,,,scheduled,125,87,87.0,60.0,,1745655900,1745648400,1745659500.0,1745653620.0,,,0,On Time,T3,3
MF,CXA,MF8402,CXA8402,8402,TFU,ZUTF,T2,,2025-04-26 11:55,2025-04-26 03:55,2025-04-26 15:47,2025-04-26 07:47,,,XMN,ZSAM,3,,,2025-04-26 14:25,2025-04-26 06:25,2025-04-26 18:04,2025-04-26 10:04,,,,,,scheduled,150,219,232.0,219.0,,1745648700,1745639700,1745661840.0,1745653620.0,,,0,On Time,T2,3
MU,CES,MU9070,CES9070,9070,ZHA,ZGZJ,,,2025-04-26 14:35,2025-04-26 06:35,2025-04-26 15:49,2025-04-26 07:49,,,SWA,ZGOW,,,,2025-04-26 16:00,2025-04-26 08:00,2025-04-26 16:52,2025-04-26 08:52,,,,,,scheduled,85,74,74.0,52.0,,1745654400,1745649300,1745657520.0,1745653740.0,,,0,On Time,Unknown,Unknown
F9,FFT,F91448,FFT1448,1448,SFO,KSFO,INTL,A5,2025-04-25 23:38,2025-04-26 06:38,2025-04-26 00:49,2025-04-26 07:49,,,ATL,KATL,,E5,6,2025-04-26 07:34,2025-04-26 11:34,2025-04-26 08:16,2025-04-26 12:16,,,,,,scheduled,296,71,71.0,42.0,,1745667240,1745649480,1745669760.0,1745653740.0,,,0,On Time,INTL,Unknown
B2,BRU,B2976,BRU976,976,SVO,UUEE,C,144,2025-04-26 09:50,2025-04-26 06:50,2025-04-26 10:50,2025-04-26 07:50,,,MSQ,UMMS,,,C5,2025-04-26 11:15,2025-04-26 08:15,,,,,,,,scheduled,85,60,60.0,,,1745655300,1745650200,,1745653800.0,,,0,On Time,C,Unknown
OD,MXD,OD1650,MXD1650,1650,KUL,WMKK,,,2025-04-26 14:45,2025-04-26 06:45,2025-04-26 15:50,2025-04-26 07:50,,,MYY,WBGR,,,,2025-04-26 17:10,2025-04-26 09:10,,,,,,,,scheduled,145,65,65.0,,,1745658600,1745649900,,1745653800.0,,,0,On Time,Unknown,Unknown
AC,ACA,AC4067,ACA4067,4067,SFO,KSFO,3,F17,2025-04-25 22:52,2025-04-26 05:52,2025-04-26 00:51,2025-04-26 07:51,,,YYZ,CYYZ,1,,,2025-04-26 07:00,2025-04-26 11:00,2025-04-26 08:10,2025-04-26 12:10,,,UA,436,UA436,scheduled,308,70,119.0,70.0,,1745665200,1745646720,1745669400.0,1745653860.0,,,0,On Time,3,1
UA,UAL,UA436,UAL436,436,SFO,KSFO,3,F17,2025-04-25 22:52,2025-04-26 05:52,2025-04-26 00:51,2025-04-26 07:51,,,YYZ,CYYZ,1,,,2025-04-26 07:00,2025-04-26 11:00,2025-04-26 08:10,2025-04-26 12:10,,,,,,scheduled,308,70,119.0,70.0,,1745665200,1745646720,1745669400.0,1745653860.0,,,0,On Time,3,1
GY,CGZ,GY7114,CGZ7114,7114,HYN,ZSLQ,,,2025-04-26 14:15,2025-04-26 06:15,2025-04-26 15:51,2025-04-26 07:51,,,KWE,ZUGY,T2,,,2025-04-26 16:55,2025-04-26 08:55,2025-04-26 18:16,2025-04-26 10:16,,,,,,scheduled,160,96,96.0,81.0,,1745657700,1745648100,1745662560.0,1745653860.0,,,0,On Time,Unknown,T2
TV,TBA,TV9901,TBA9901,9901,CTU,ZUUU,T2,,2025-04-26 14:10,2025-04-26 06:10,2025-04-26 15:51,2025-04-26 07:51,,,SZX,ZGSZ,T3,,,2025-04-26 16:35,2025-04-26 08:35,2025-04-26 17:51,2025-04-26 09:51,,,,,,scheduled,145,101,101.0,76.0,,1745656500,1745647800,1745661060.0,1745653860.0,,,0,On Time,T2,T3
SV,SVA,SV735,SVA735,735,LHE,OPLA,M,,2025-04-26 10:45,2025-04-26 05:45,2025-04-26 12:55,2025-04-26 07:55,,,JED,OEJN,1,,,2025-04-26 13:55,2025-04-26 10:55,2025-04-26 16:04,2025-04-26 13:04,,,,,,scheduled,310,129,130.0,129.0,,1745664900,1745646300,1745672640.0,1745654100.0,,,0,On Time,M,1
AZ,ITY,AZ5435,ITY5435,5435,LHE,OPLA,M,,2025-04-26 10:45,2025-04-26 05:45,2025-04-26 12:55,2025-04-26 07:55,,,JED,OEJN,1,,,2025-04-26 13:55,2025-04-26 10:55,2025-04-26 16:04,2025-04-26 13:04,,,SV,735,SV735,scheduled,310,129,130.0,129.0,,1745664900,1745646300,1745672640.0,1745654100.0,,,0,On Time,M,1
AI,AIC,AI9059,AIC9059,9059,CCJ,VOCL,,,2025-04-26 09:10,2025-04-26 03:40,2025-04-26 13:30,2025-04-26 08:00,,,BAH,OBBI,,12A,,2025-04-26 11:20,2025-04-26 08:20,2025-04-26 15:33,2025-04-26 12:33,,,IX,473,IX473,scheduled,280,260,260.0,253.0,,1745655600,1745638800,1745670780.0,1745654400.0,,,0,On Time,Unknown,Unknown
W6,WZZ,W61761,WZZ1761,1761,GDN,EPGD,,,2025-04-26 07:10,2025-04-26 05:10,2025-04-26 10:00,2025-04-26 08:00,,,TRD,ENVA,,,4,2025-04-26 09:05,2025-04-26 07:05,2025-04-26 11:52,2025-04-26 09:52,,,,,,scheduled,115,167,170.0,167.0,,1745651100,1745644200,1745661120.0,1745654400.0,,,0,On Time,Unknown,Unknown
JQ,JST,JQ610,JST610,610,AVV,YMAV,,2,2025-04-26 16:40,2025-04-26 06:40,2025-04-26 18:00,2025-04-26 08:00,,,SYD,YSSY,2,A59,D5,2025-04-26 18:05,2025-04-26 08:05,2025-04-26 19:25,2025-04-26 09:25,,,,,,scheduled,85,80,80.0,80.0,,1745654700,1745649600,1745659500.0,1745654400.0,,,0,On Time,Unknown,2
